SMITH,1.006
JOHNSON,0.81
WILLIAMS,0.699
JONES,0.621
BROWN,0.621
DAVIS,0.48
MILLER,0.424
WILSON,0.339
MOORE,0.312
TAYLOR,0.311
ANDERSON,0.311
THOMAS,0.311
JACKSON,0.31
WHITE,0.279
HARRIS,0.275
MARTIN,0.273
THOMPSON,0.269
GARCIA,0.254
MARTINEZ,0.234
ROBINSON,0.233
CLARK,0.231
RODRIGUEZ,0.229
LEWIS,0.226
LEE,0.22
WALKER,0.219
HALL,0.2
ALLEN,0.199
YOUNG,0.193
HERNANDEZ,0.192
KING,0.19
WRIGHT,0.189
LOPEZ,0.187
HILL,0.187
SCOTT,0.185
GREEN,0.183
ADAMS,0.174
BAKER,0.171
GONZALEZ,0.166
NELSON,0.162
CARTER,0.162
MITCHELL,0.16
PEREZ,0.155
ROBERTS,0.153
TURNER,0.152
PHILLIPS,0.149
CAMPBELL,0.149
PARKER,0.146
EVANS,0.141
EDWARDS,0.137
COLLINS,0.134
STEWART,0.133
SANCHEZ,0.13
MORRIS,0.125
ROGERS,0.123
REED,0.122
COOK,0.12
MORGAN,0.118
BELL,0.117
MURPHY,0.117
BAILEY,0.115
RIVERA,0.113
COOPER,0.113
RICHARDSON,0.112
COX,0.11
HOWARD,0.11
WARD,0.108
TORRES,0.108
PETERSON,0.107
GRAY,0.106
RAMIREZ,0.105
JAMES,0.105
WATSON,0.103
BROOKS,0.103
KELLY,0.102
SANDERS,0.1
PRICE,0.099
BENNETT,0.099
WOOD,0.098
BARNES,0.097
ROSS,0.096
HENDERSON,0.095
COLEMAN,0.095
JENKINS,0.095
PERRY,0.094
POWELL,0.093
LONG,0.092
PATTERSON,0.092
HUGHES,0.092
FLORES,0.092
WASHINGTON,0.092
BUTLER,0.091
SIMMONS,0.091
FOSTER,0.091
GONZALES,0.087
BRYANT,0.087
ALEXANDER,0.085
RUSSELL,0.085
GRIFFIN,0.084
DIAZ,0.084
HAYES,0.083
MYERS,0.083
FORD,0.082
HAMILTON,0.082
GRAHAM,0.082
SULLIVAN,0.081
WALLACE,0.081
WOODS,0.08
COLE,0.08
WEST,0.08
JORDAN,0.078
OWENS,0.078
REYNOLDS,0.078
FISHER,0.077
ELLIS,0.077
HARRISON,0.076
GIBSON,0.075
MCDONALD,0.075
CRUZ,0.075
MARSHALL,0.075
ORTIZ,0.075
GOMEZ,0.075
MURRAY,0.074
FREEMAN,0.074
WELLS,0.073
WEBB,0.072
SIMPSON,0.07
STEVENS,0.07
TUCKER,0.07
PORTER,0.069
HUNTER,0.069
HICKS,0.069
CRAWFORD,0.068
HENRY,0.068
BOYD,0.068
MASON,0.068
MORALES,0.067
KENNEDY,0.067
WARREN,0.067
DIXON,0.066
RAMOS,0.066
REYES,0.066
BURNS,0.065
GORDON,0.065
SHAW,0.065
HOLMES,0.065
RICE,0.064
ROBERTSON,0.064
HUNT,0.063
BLACK,0.063
DANIELS,0.062
PALMER,0.062
MILLS,0.061
NICHOLS,0.06
GRANT,0.06
KNIGHT,0.06
FERGUSON,0.059
ROSE,0.059
STONE,0.059
HAWKINS,0.059
DUNN,0.058
PERKINS,0.058
HUDSON,0.058
SPENCER,0.057
GARDNER,0.057
STEPHENS,0.057
PAYNE,0.057
PIERCE,0.056
BERRY,0.056
MATTHEWS,0.056
ARNOLD,0.056
WAGNER,0.055
WILLIS,0.055
RAY,0.055
WATKINS,0.055
OLSON,0.055
CARROLL,0.055
DUNCAN,0.055
SNYDER,0.055
HART,0.054
CUNNINGHAM,0.054
BRADLEY,0.054
LANE,0.054
ANDREWS,0.054
RUIZ,0.054
HARPER,0.054
FOX,0.053
RILEY,0.053
ARMSTRONG,0.053
CARPENTER,0.053
WEAVER,0.053
GREENE,0.053
LAWRENCE,0.052
ELLIOTT,0.052
CHAVEZ,0.052
SIMS,0.052
AUSTIN,0.052
PETERS,0.052
KELLEY,0.052
FRANKLIN,0.051
LAWSON,0.051
FIELDS,0.051
GUTIERREZ,0.051
RYAN,0.051
SCHMIDT,0.051
CARR,0.051
VASQUEZ,0.051
CASTILLO,0.051
WHEELER,0.051
CHAPMAN,0.05
OLIVER,0.05
MONTGOMERY,0.049
RICHARDS,0.049
WILLIAMSON,0.049
JOHNSTON,0.049
BANKS,0.048
MEYER,0.048
BISHOP,0.048
MCCOY,0.048
HOWELL,0.048
ALVAREZ,0.048
MORRISON,0.048
HANSEN,0.047
FERNANDEZ,0.047
GARZA,0.047
HARVEY,0.047
LITTLE,0.046
BURTON,0.046
STANLEY,0.046
NGUYEN,0.046
GEORGE,0.046
JACOBS,0.046
REID,0.046
KIM,0.045
FULLER,0.045
LYNCH,0.045
DEAN,0.045
GILBERT,0.045
GARRETT,0.045
ROMERO,0.045
WELCH,0.044
LARSON,0.044
FRAZIER,0.044
BURKE,0.044
HANSON,0.043
DAY,0.043
MENDOZA,0.043
MORENO,0.043
BOWMAN,0.043
MEDINA,0.042
FOWLER,0.042
BREWER,0.042
HOFFMAN,0.042
CARLSON,0.042
SILVA,0.042
PEARSON,0.042
HOLLAND,0.042
DOUGLAS,0.041
FLEMING,0.041
JENSEN,0.041
VARGAS,0.041
BYRD,0.041
DAVIDSON,0.041
HOPKINS,0.041
MAY,0.04
TERRY,0.04
HERRERA,0.04
WADE,0.04
SOTO,0.04
WALTERS,0.04
CURTIS,0.04
NEAL,0.039
CALDWELL,0.039
LOWE,0.039
JENNINGS,0.039
BARNETT,0.039
GRAVES,0.039
JIMENEZ,0.039
HORTON,0.039
SHELTON,0.039
BARRETT,0.039
OBRIEN,0.039
CASTRO,0.039
SUTTON,0.038
GREGORY,0.038
MCKINNEY,0.038
LUCAS,0.038
MILES,0.038
CRAIG,0.038
RODRIQUEZ,0.037
CHAMBERS,0.037
HOLT,0.037
LAMBERT,0.037
FLETCHER,0.037
WATTS,0.037
BATES,0.037
HALE,0.037
RHODES,0.037
PENA,0.037
BECK,0.037
NEWMAN,0.036
HAYNES,0.036
MCDANIEL,0.036
MENDEZ,0.036
BUSH,0.036
VAUGHN,0.036
PARKS,0.035
DAWSON,0.035
SANTIAGO,0.035
NORRIS,0.035
HARDY,0.035
LOVE,0.035
STEELE,0.035
CURRY,0.035
POWERS,0.035
SCHULTZ,0.035
BARKER,0.035
GUZMAN,0.034
PAGE,0.034
MUNOZ,0.034
BALL,0.034
KELLER,0.034
CHANDLER,0.034
WEBER,0.034
LEONARD,0.034
WALSH,0.033
LYONS,0.033
RAMSEY,0.033
WOLFE,0.033
SCHNEIDER,0.033
MULLINS,0.033
BENSON,0.033
SHARP,0.033
BOWEN,0.033
DANIEL,0.033
BARBER,0.032
CUMMINGS,0.032
HINES,0.032
BALDWIN,0.032
GRIFFITH,0.032
VALDEZ,0.032
HUBBARD,0.032
SALAZAR,0.032
REEVES,0.032
WARNER,0.031
STEVENSON,0.031
BURGESS,0.031
SANTOS,0.031
TATE,0.031
CROSS,0.031
GARNER,0.031
MANN,0.031
MACK,0.031
MOSS,0.031
THORNTON,0.031
DENNIS,0.031
MCGEE,0.031
FARMER,0.03
DELGADO,0.03
AGUILAR,0.03
VEGA,0.03
GLOVER,0.03
MANNING,0.03
COHEN,0.03
HARMON,0.03
RODGERS,0.03
ROBBINS,0.03
NEWTON,0.03
TODD,0.03
BLAIR,0.03
HIGGINS,0.03
INGRAM,0.03
REESE,0.03
CANNON,0.03
STRICKLAND,0.03
TOWNSEND,0.03
POTTER,0.03
GOODWIN,0.03
WALTON,0.03
ROWE,0.029
HAMPTON,0.029
ORTEGA,0.029
PATTON,0.029
SWANSON,0.029
JOSEPH,0.029
FRANCIS,0.029
GOODMAN,0.029
MALDONADO,0.029
YATES,0.029
BECKER,0.029
ERICKSON,0.029
HODGES,0.029
RIOS,0.029
CONNER,0.029
ADKINS,0.029
WEBSTER,0.028
NORMAN,0.028
MALONE,0.028
HAMMOND,0.028
FLOWERS,0.028
COBB,0.028
MOODY,0.028
QUINN,0.028
BLAKE,0.028
MAXWELL,0.028
POPE,0.028
FLOYD,0.027
OSBORNE,0.027
PAUL,0.027
MCCARTHY,0.027
GUERRERO,0.027
LINDSEY,0.027
ESTRADA,0.027
SANDOVAL,0.027
GIBBS,0.027
TYLER,0.027
GROSS,0.027
FITZGERALD,0.027
STOKES,0.027
DOYLE,0.027
SHERMAN,0.027
SAUNDERS,0.027
WISE,0.027
COLON,0.027
GILL,0.027
ALVARADO,0.027
GREER,0.026
PADILLA,0.026
SIMON,0.026
WATERS,0.026
NUNEZ,0.026
BALLARD,0.026
SCHWARTZ,0.026
MCBRIDE,0.026
HOUSTON,0.026
CHRISTENSEN,0.026
KLEIN,0.026
PRATT,0.026
BRIGGS,0.026
PARSONS,0.026
MCLAUGHLIN,0.026
ZIMMERMAN,0.026
FRENCH,0.026
BUCHANAN,0.026
MORAN,0.026
COPELAND,0.025
ROY,0.025
PITTMAN,0.025
BRADY,0.025
MCCORMICK,0.025
HOLLOWAY,0.025
BROCK,0.025
POOLE,0.025
FRANK,0.025
LOGAN,0.025
OWEN,0.025
BASS,0.025
MARSH,0.025
DRAKE,0.025
WONG,0.025
JEFFERSON,0.025
PARK,0.025
MORTON,0.025
ABBOTT,0.025
SPARKS,0.025
PATRICK,0.024
NORTON,0.024
HUFF,0.024
CLAYTON,0.024
MASSEY,0.024
LLOYD,0.024
FIGUEROA,0.024
CARSON,0.024
BOWERS,0.024
ROBERSON,0.024
BARTON,0.024
TRAN,0.024
LAMB,0.024
HARRINGTON,0.024
CASEY,0.024
BOONE,0.024
CORTEZ,0.024
CLARKE,0.024
MATHIS,0.024
SINGLETON,0.024
WILKINS,0.024
CAIN,0.024
BRYAN,0.024
UNDERWOOD,0.024
HOGAN,0.024
MCKENZIE,0.023
COLLIER,0.023
LUNA,0.023
PHELPS,0.023
MCGUIRE,0.023
ALLISON,0.023
BRIDGES,0.023
WILKERSON,0.023
NASH,0.023
SUMMERS,0.023
ATKINS,0.023
WILCOX,0.023
PITTS,0.023
CONLEY,0.023
MARQUEZ,0.023
BURNETT,0.023
RICHARD,0.023
COCHRAN,0.023
CHASE,0.023
DAVENPORT,0.023
HOOD,0.023
GATES,0.023
CLAY,0.023
AYALA,0.023
SAWYER,0.023
ROMAN,0.023
VAZQUEZ,0.023
DICKERSON,0.023
HODGE,0.022
ACOSTA,0.022
FLYNN,0.022
ESPINOZA,0.022
NICHOLSON,0.022
MONROE,0.022
WOLF,0.022
MORROW,0.022
KIRK,0.022
RANDALL,0.022
ANTHONY,0.022
WHITAKER,0.022
OCONNOR,0.022
SKINNER,0.022
WARE,0.022
MOLINA,0.022
KIRBY,0.022
HUFFMAN,0.022
BRADFORD,0.022
CHARLES,0.022
GILMORE,0.022
DOMINGUEZ,0.022
ONEAL,0.022
BRUCE,0.022
LANG,0.021
COMBS,0.021
KRAMER,0.021
HEATH,0.021
HANCOCK,0.021
GALLAGHER,0.021
GAINES,0.021
SHAFFER,0.021
SHORT,0.021
WIGGINS,0.021
MATHEWS,0.021
MCCLAIN,0.021
FISCHER,0.021
WALL,0.021
SMALL,0.021
MELTON,0.021
HENSLEY,0.021
BOND,0.021
DYER,0.021
CAMERON,0.021
GRIMES,0.021
CONTRERAS,0.021
CHRISTIAN,0.021
WYATT,0.021
BAXTER,0.021
SNOW,0.021
MOSLEY,0.021
SHEPHERD,0.021
LARSEN,0.021
HOOVER,0.021
BEASLEY,0.02
GLENN,0.02
PETERSEN,0.02
WHITEHEAD,0.02
MEYERS,0.02
KEITH,0.02
GARRISON,0.02
VINCENT,0.02
SHIELDS,0.02
HORN,0.02
SAVAGE,0.02
OLSEN,0.02
SCHROEDER,0.02
HARTMAN,0.02
WOODARD,0.02
MUELLER,0.02
KEMP,0.02
DELEON,0.02
BOOTH,0.02
PATEL,0.02
CALHOUN,0.02
WILEY,0.02
EATON,0.02
CLINE,0.02
NAVARRO,0.02
HARRELL,0.02
LESTER,0.02
HUMPHREY,0.02
PARRISH,0.02
DURAN,0.02
HUTCHINSON,0.02
HESS,0.02
DORSEY,0.02
BULLOCK,0.02
ROBLES,0.02
BEARD,0.019
DALTON,0.019
AVILA,0.019
VANCE,0.019
RICH,0.019
BLACKWELL,0.019
YORK,0.019
JOHNS,0.019
BLANKENSHIP,0.019
TREVINO,0.019
SALINAS,0.019
CAMPOS,0.019
PRUITT,0.019
MOSES,0.019
CALLAHAN,0.019
GOLDEN,0.019
MONTOYA,0.019
HARDIN,0.019
GUERRA,0.019
MCDOWELL,0.019
CAREY,0.019
STAFFORD,0.019
GALLEGOS,0.019
HENSON,0.019
WILKINSON,0.019
BOOKER,0.019
MERRITT,0.019
MIRANDA,0.019
ATKINSON,0.019
ORR,0.019
DECKER,0.019
HOBBS,0.019
PRESTON,0.019
TANNER,0.019
KNOX,0.019
PACHECO,0.019
STEPHENSON,0.018
GLASS,0.018
ROJAS,0.018
SERRANO,0.018
MARKS,0.018
HICKMAN,0.018
ENGLISH,0.018
SWEENEY,0.018
STRONG,0.018
PRINCE,0.018
MCCLURE,0.018
CONWAY,0.018
WALTER,0.018
ROTH,0.018
MAYNARD,0.018
FARRELL,0.018
LOWERY,0.018
HURST,0.018
NIXON,0.018
WEISS,0.018
TRUJILLO,0.018
ELLISON,0.018
SLOAN,0.018
JUAREZ,0.018
WINTERS,0.018
MCLEAN,0.018
RANDOLPH,0.018
LEON,0.018
BOYER,0.018
VILLARREAL,0.018
MCCALL,0.018
GENTRY,0.018
CARRILLO,0.017
KENT,0.017
AYERS,0.017
LARA,0.017
SHANNON,0.017
SEXTON,0.017
PACE,0.017
HULL,0.017
LEBLANC,0.017
BROWNING,0.017
VELASQUEZ,0.017
LEACH,0.017
CHANG,0.017
HOUSE,0.017
SELLERS,0.017
HERRING,0.017
NOBLE,0.017
FOLEY,0.017
BARTLETT,0.017
MERCADO,0.017
LANDRY,0.017
DURHAM,0.017
WALLS,0.017
BARR,0.017
MCKEE,0.017
BAUER,0.017
RIVERS,0.017
EVERETT,0.017
BRADSHAW,0.017
PUGH,0.017
VELEZ,0.017
RUSH,0.017
ESTES,0.017
DODSON,0.017
MORSE,0.017
SHEPPARD,0.017
WEEKS,0.017
CAMACHO,0.017
BEAN,0.017
BARRON,0.017
LIVINGSTON,0.017
MIDDLETON,0.016
SPEARS,0.016
BRANCH,0.016
BLEVINS,0.016
CHEN,0.016
KERR,0.016
MCCONNELL,0.016
HATFIELD,0.016
HARDING,0.016
ASHLEY,0.016
SOLIS,0.016
HERMAN,0.016
FROST,0.016
GILES,0.016
BLACKBURN,0.016
WILLIAM,0.016
PENNINGTON,0.016
WOODWARD,0.016
FINLEY,0.016
MCINTOSH,0.016
KOCH,0.016
BEST,0.016
SOLOMON,0.016
MCCULLOUGH,0.016
DUDLEY,0.016
NOLAN,0.016
BLANCHARD,0.016
RIVAS,0.016
BRENNAN,0.016
MEJIA,0.016
KANE,0.016
BENTON,0.016
JOYCE,0.016
BUCKLEY,0.016
HALEY,0.016
VALENTINE,0.016
MADDOX,0.016
RUSSO,0.016
MCKNIGHT,0.016
BUCK,0.016
MOON,0.016
MCMILLAN,0.016
CROSBY,0.016
BERG,0.016
DOTSON,0.016
MAYS,0.016
ROACH,0.016
CHURCH,0.016
CHAN,0.016
RICHMOND,0.016
MEADOWS,0.016
FAULKNER,0.016
ONEILL,0.016
KNAPP,0.016
KLINE,0.015
BARRY,0.015
OCHOA,0.015
JACOBSON,0.015
GAY,0.015
AVERY,0.015
HENDRICKS,0.015
HORNE,0.015
SHEPARD,0.015
HEBERT,0.015
CHERRY,0.015
CARDENAS,0.015
MCINTYRE,0.015
WHITNEY,0.015
WALLER,0.015
HOLMAN,0.015
DONALDSON,0.015
CANTU,0.015
TERRELL,0.015
MORIN,0.015
GILLESPIE,0.015
FUENTES,0.015
TILLMAN,0.015
SANFORD,0.015
BENTLEY,0.015
PECK,0.015
KEY,0.015
SALAS,0.015
ROLLINS,0.015
GAMBLE,0.015
DICKSON,0.015
BATTLE,0.015
SANTANA,0.015
CABRERA,0.015
CERVANTES,0.015
HOWE,0.015
HINTON,0.015
HURLEY,0.015
SPENCE,0.015
ZAMORA,0.015
YANG,0.015
MCNEIL,0.015
SUAREZ,0.015
CASE,0.015
PETTY,0.015
GOULD,0.015
MCFARLAND,0.015
SAMPSON,0.015
CARVER,0.015
BRAY,0.015
ROSARIO,0.015
MACDONALD,0.015
STOUT,0.015
HESTER,0.015
MELENDEZ,0.015
DILLON,0.015
FARLEY,0.015
HOPPER,0.015
GALLOWAY,0.015
POTTS,0.015
BERNARD,0.015
JOYNER,0.014
STEIN,0.014
AGUIRRE,0.014
OSBORN,0.014
MERCER,0.014
BENDER,0.014
FRANCO,0.014
ROWLAND,0.014
SYKES,0.014
BENJAMIN,0.014
TRAVIS,0.014
PICKETT,0.014
CRANE,0.014
SEARS,0.014
MAYO,0.014
DUNLAP,0.014
HAYDEN,0.014
WILDER,0.014
MCKAY,0.014
COFFEY,0.014
MCCARTY,0.014
EWING,0.014
COOLEY,0.014
VAUGHAN,0.014
BONNER,0.014
COTTON,0.014
HOLDER,0.014
STARK,0.014
FERRELL,0.014
CANTRELL,0.014
FULTON,0.014
LYNN,0.014
LOTT,0.014
CALDERON,0.014
ROSA,0.014
POLLARD,0.014
HOOPER,0.014
BURCH,0.014
MULLEN,0.014
FRY,0.014
RIDDLE,0.014
LEVY,0.014
DAVID,0.014
DUKE,0.014
ODONNELL,0.014
GUY,0.014
MICHAEL,0.014
BRITT,0.014
FREDERICK,0.014
DAUGHERTY,0.014
BERGER,0.014
DILLARD,0.014
ALSTON,0.014
JARVIS,0.014
FRYE,0.014
RIGGS,0.014
CHANEY,0.014
ODOM,0.013
DUFFY,0.013
FITZPATRICK,0.013
VALENZUELA,0.013
MERRILL,0.013
MAYER,0.013
ALFORD,0.013
MCPHERSON,0.013
ACEVEDO,0.013
DONOVAN,0.013
BARRERA,0.013
ALBERT,0.013
COTE,0.013
REILLY,0.013
COMPTON,0.013
RAYMOND,0.013
MOONEY,0.013
MCGOWAN,0.013
CRAFT,0.013
CLEVELAND,0.013
CLEMONS,0.013
WYNN,0.013
NIELSEN,0.013
BAIRD,0.013
STANTON,0.013
SNIDER,0.013
ROSALES,0.013
BRIGHT,0.013
WITT,0.013
STUART,0.013
HAYS,0.013
HOLDEN,0.013
RUTLEDGE,0.013
KINNEY,0.013
CLEMENTS,0.013
CASTANEDA,0.013
SLATER,0.013
HAHN,0.013
EMERSON,0.013
CONRAD,0.013
BURKS,0.013
DELANEY,0.013
PATE,0.013
LANCASTER,0.013
SWEET,0.013
JUSTICE,0.013
TYSON,0.013
SHARPE,0.013
WHITFIELD,0.013
TALLEY,0.013
MACIAS,0.013
IRWIN,0.013
BURRIS,0.013
RATLIFF,0.013
MCCRAY,0.013
MADDEN,0.013
KAUFMAN,0.013
BEACH,0.013
GOFF,0.013
CASH,0.013
BOLTON,0.013
MCFADDEN,0.013
LEVINE,0.013
GOOD,0.013
BYERS,0.013
KIRKLAND,0.013
KIDD,0.013
WORKMAN,0.013
CARNEY,0.013
DALE,0.013
MCLEOD,0.013
HOLCOMB,0.013
ENGLAND,0.013
FINCH,0.013
HEAD,0.012
BURT,0.012
HENDRIX,0.012
SOSA,0.012
HANEY,0.012
FRANKS,0.012
SARGENT,0.012
NIEVES,0.012
DOWNS,0.012
RASMUSSEN,0.012
BIRD,0.012
HEWITT,0.012
LINDSAY,0.012
LE,0.012
FOREMAN,0.012
VALENCIA,0.012
ONEIL,0.012
DELACRUZ,0.012
VINSON,0.012
DEJESUS,0.012
HYDE,0.012
FORBES,0.012
GILLIAM,0.012
GUTHRIE,0.012
WOOTEN,0.012
HUBER,0.012
BARLOW,0.012
BOYLE,0.012
MCMAHON,0.012
BUCKNER,0.012
ROCHA,0.012
PUCKETT,0.012
LANGLEY,0.012
KNOWLES,0.012
COOKE,0.012
VELAZQUEZ,0.012
WHITLEY,0.012
NOEL,0.012
VANG,0.012
